12/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Name,DOB,Age,2021 Exp,COLLEGE,COUNTRY,NBA D YR,NBA D R,NBA D P,NBN D YR,NBN D R,NBN D P,Bio URL,2k Overall,Height,Weight,Primary Pos.,Secondary Pos.,2021 Awards,2022 Awards,2023 Awards,2024 Awards,2025 Awards,2026 Awards,2027 Awards,2028 Awards,2029 Awards,2030 Awards,2031 Awards,2021 Salary,2022 Salary,2023 Salary,2024 Salary,2025 Salary,2026 Salary,2027 Salary,2028 Salary,2029 Salary,2030 Salary,2031 Salary,2032 Salary,2033 Salary,2034 Salary,2035 Salary,2036 Salary,2037 Salary,2038 Salary,2039 Salary,2040 Salary,2020-21 Starts,2022 Starts,2023 Starts,2024 Starts,2025 Starts,2026 Starts,2027 Starts,2028 Starts,2029 Starts,2030 Starts,2031 Starts,Combo Pos.,Team,Img URL,21-22 Primary,21-22 Secondary,22-23 Primary,22-23 Secondary,22-23 OVR
"Holiday, Jrue","HOLIDAY, JRUE",6/12/1990,33,13,UCLA,USA,2009,Round 1,Pick 17,,,,https://docs.google.com/spreadsheets/d/1O8kwedxdFgor7PlYO1a9U472Dpg12whkiOf4N75J5_Y/edit?usp=sharing,86,"6'3""",205 lbs,PG,SG,NBN All-Defensive Second Team,NBN All-Defensive Second Team,,,,,,,,,,"$26,261,111","$30,000,000","$30,000,000","$30,000,000","$30,000,000",,,,,,,,,,,,,,,,76,55,81,,,,,,,,,PG/SG,DEN,https://www.basketball-reference.com/req/202106291/images/players/holidjr01.jpg,PG,SG,PG,SG,86
"Holiday, Justin","HOLIDAY, JUSTIN",4/5/1989,34,9,Washington,USA,2011,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1B4gU4ENpZJSX7YaiAGd578wK_X6D76aTq_3hwQhM6N8/edit?usp=sharing,73,"6'6""",180 lbs,SF,SG,,,,,,,,,,,,"$5,711,000","$5,711,000",,,,,,,,,,,,,,,,,,,30,0,,,,,,,,,,SF/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/holidju01.jpg,SF,SG,SF,SG,
"Hollis-Jefferson, Rondae","HOLLIS-JEFFERSON, RONDAE",1/3/1995,28,7,Arizona,USA,2015,Round 1,Pick 23,,,,https://docs.google.com/spreadsheets/d/1CcdOvioRGDZziRJh9f5jDoBQtkoAayInlMKSoj5bx_M/edit?usp=sharing,73,"6'6""",217 lbs,PF,SF,,,,,,,,,,,,"$3,246,000","$3,408,300",,,,,,,,,,,,,,,,,,,14,0,,,,,,,,,,PF/SF,FA,https://www.basketball-reference.com/req/202106291/images/players/holliro01.jpg,PF,SF,,,
"Johnson, Stanley","JOHNSON, STANLEY",5/29/1996,27,7,Arizona,USA,2015,Round 1,Pick 8,,,,https://docs.google.com/spreadsheets/d/1ztTD1aZSc7ol7BTmlGqeQBsteNtHRwMzdFXk7fMam90/edit?usp=sharing,72,"6'6""",242 lbs,PF,SF,,,,,,,,,,,,"$3,804,150","$3,500,000","$3,325,000",,,,,,,,,,,,,,,,,,0,0,4,,,,,,,,,PF/SF,CHI,https://www.basketball-reference.com/req/202106291/images/players/johnsst04.jpg,PF,SF,,,
"Hood, Rodney","HOOD, RODNEY",10/20/1992,31,8,Duke,USA,2014,Round 1,Pick 23,,,,https://docs.google.com/spreadsheets/d/1Hlsn6qxCucl5hIEj8T7Xv1oUWbXPLVbaSNauJvyYuF0/edit?usp=sharing,70,"6'8""",208 lbs,SF,SG,,,,,,,,,,,,"$502,934","$2,239,544",,,,,,,,,,,,,,,,,,,22,0,,,,,,,,,,SF/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/hoodro01.jpg,SF,SG,,,
"Horford, Al","HORFORD, AL",6/3/1986,37,15,Florida,Dominican Republic,2007,Round 1,Pick 3,,,,https://docs.google.com/spreadsheets/d/1tgOPMr97xzNmnGuaZE7WUnaIHmRRoUka_gdBoykNprM/edit?usp=sharing,81,"6'9""",240 lbs,C,PF,,,,,,,,,,,,"$27,500,000","$27,000,000",,,,,,,,,,,,,,,,,,,3,27,80,,,,,,,,,C/PF,MIL,https://www.basketball-reference.com/req/202106291/images/players/horfoal01.jpg,C,PF,C,PF,
"Horton-Tucker, Talen","HORTON-TUCKER, TALEN",11/25/2000,23,3,Iowa State,USA,2019,Round 2,Pick 46,,,,https://docs.google.com/spreadsheets/d/1LnjMOXA3CGmvYnSub4VCj2jNmW6QdKewGgkXstp1CJw/edit?usp=sharing,76,"6'4""",234 lbs,SF,SG,,,,,,,,,,,,"$1,517,981","$9,090,909","$8,363,636","$7,636,363","$6,909,090",,,,,,,,,,,,,,,,0,0,,,,,,,,,,SF/SG,UTA,https://www.basketball-reference.com/req/202106291/images/players/hortota01.jpg,SF,SG,,,
"House, Danuel","HOUSE, DANUEL",6/7/1993,30,6,Texas A&M,USA,2016,Undrafted,,,,,https://docs.google.com/spreadsheets/d/16IhGxms9TMprNurueJT1xH3S17JAiCMYjMB0YJ3PTLg/edit?usp=sharing,72,"6'6""",220 lbs,SF,PF,,,,,,,,,,,,"$3,717,000","$3,894,000",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SF/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/houseda01.jpg,SF,PF,,,
"Nance, Larry","NANCE, LARRY",1/1/1993,30,7,Wyoming,USA,2015,Round 1,Pick 27,,,,https://docs.google.com/spreadsheets/d/1WZ5MuHCibzsBNFf1nUI3x5up6zkN0k8gqNf8jm_lWno/edit?usp=sharing,77,"6'7""",245 lbs,PF,SF,,,,,,,,,,,,"$11,709,091","$10,690,909","$9,672,727",,,,,,,,,,,,,,,,,,76,82,4,,,,,,,,,PF/SF,CHA,https://www.basketball-reference.com/req/202106291/images/players/nancela02.jpg,PF,SF,PF,SF,76
"HOWARD, MARKUS","HOWARD, MARKUS",3/3/1999,24,1,Marquette,USA,2020,Undrafted,,2020,Round 2,Pick 51 (BOS),https://docs.google.com/spreadsheets/d/1XaWaeG7_nDIXidhSaKZ0UjD8V7Mi4iGU5fsD0AXrI0M/edit?usp=sharing,67,"5'10""",175 lbs,PG,,,,,,,,,,,,,"$950,000",,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,PG,FA,https://www.basketball-reference.com/req/202106291/images/players/howarma02.jpg,PG,,,,
"Huerter, Kevin","HUERTER, KEVIN",8/27/1998,25,4,Maryland,USA,2018,Round 1,Pick 19,,,,https://docs.google.com/spreadsheets/d/1OrO1_mCVNl7KjA0T5vtahFa63jhs9Ro0iji7c2_jy_g/edit?usp=sharing,74,"6'7""",190 lbs,SG,SF,,,,,,,,,,,,"$2,761,920","$4,253,357",,,,,,,,,,,,,,,,,,,8,3,52,,,,,,,,,SG/SF,ORL,https://www.basketball-reference.com/req/202106291/images/players/huertke01.jpg,SG,SF,,,
"Hughes, Elijah","HUGHES, ELIJAH",3/10/1998,25,1,Syracuse,USA,2020,Round 2,Pick 39,2020,Round 2,Pick 45 (ORL),https://docs.google.com/spreadsheets/d/1vZXLOMGM0bqGRDcRN2zdBXjsdv2Pv6lpi6aKsp1mXA8/edit?usp=sharing,69,"6'5""",215 lbs,SF,SG,,,,,,,,,,,,"$1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/hugheel01.jpg,SF,SG,,,
"Hunter, Deandre","HUNTER, DEANDRE",12/2/1997,26,3,Virginia,USA,2019,Round 1,Pick 4,,,,https://docs.google.com/spreadsheets/d/1kf_EP6720wH7q6FKSi0xjgdhnyYpovluvofgsJ3raGk/edit?usp=sharing,77,"6'8""",225 lbs,SF,PF,,,,,,,,,,,,"$7,422,000","$7,775,400",,,,,,,,,,,,,,,,,,,77,82,63,,,,,,,,,SF/PF,OKC,https://www.basketball-reference.com/req/202106291/images/players/huntede01.jpg,SF,PF,SF,PF,
"Hurt, Matthew","HURT, MATTHEW",4/20/2000,23,1,Duke,USA,2021,Undrafted,,2021,Round 2,Pick 55 (CHA),https://docs.google.com/spreadsheets/d/1bL0OPIyT7gNlVtI9AUF_eRZdA_83FUHTU_Y1Nkyn0yE/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hutchison, Chandler","HUTCHISON, CHANDLER",4/26/1996,27,3,Boise State,USA,2018,Round 1,Pick 22,,,,https://docs.google.com/spreadsheets/d/1-pxzL6Ki_na7cHaBHrAwWI1yBv4lniFdbiTLXLGPXUs/edit?usp=sharing,71,"6'6""",210 lbs,PF,SF,,,,,,,,,,,,"$2,443,440","$4,019,459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF/SF,FA,https://www.basketball-reference.com/req/202106291/images/players/hutchch01.jpg,PF,SF,,,
"Neto, Raul","NETO, RAUL",5/19/1992,31,7,None,Brazil,2013,Round 2,Pick 47,,,,https://docs.google.com/spreadsheets/d/1XzIm9G7BmSg-ZDPnsTvvZ-wzPl7sc9-HZ06sgRDnpt0/edit?usp=sharing,73,"6'1""",180 lbs,PG,SG,,,,,,,,,,,,"$1,307,628","$2,089,448",,,,,,,,,,,,,,,,,,,24,8,4,,,,,,,,,PG/SG,POR,https://www.basketball-reference.com/req/202106291/images/players/netora01.jpg,PG,SG,PG,SG,
"SMITH, JALEN","SMITH, JALEN",3/16/2000,23,2,Maryland,USA,2020,Round 1,Pick 10,2020,Round 1,Pick 20 (MIA),https://docs.google.com/spreadsheets/d/17l8Otbf4fw2dvvMTe8MDkAGWmby_5wYyyj6BpQT_i80/edit?usp=sharing,76,"6'10""",215 lbs,C,PF,,,,,,,,,,,,"$2,151,800","$2,259,400",,,,,,,,,,,,,,,,,,,15,2,4,,,,,,,,,C/PF,PHX,https://www.basketball-reference.com/req/202106291/images/players/smithja04.jpg,C,PF,C,PF,
"Iguodala, Andre","IGUODALA, ANDRE",1/28/1984,39,18,Arizona,USA,2004,Round 1,Pick 9,,,,https://docs.google.com/spreadsheets/d/1psdgGhB-PW9fY81YeQLavVpHrC5rHNZ4Whavb7bKmwI/edit?usp=sharing,77,"6'6""",215 lbs,PF,SF,,,,,,,,,,,,"$15,000,000","$2,641,691",,,,,,,,,,,,,,,,,,,0,6,,,,,,,,,,PF/SF,BKN,https://www.basketball-reference.com/req/202106291/images/players/iguodan01.jpg,PF,SF,PF,SF,
"Ilyasova, Ersan","ILYASOVA, ERSAN",5/15/1987,36,13,None,Turkey,2005,Round 2,Pick 36,,,,https://docs.google.com/spreadsheets/d/1QZlEiPlKpn3Pogjfj33FeZKjspxXGn40rvkKHAqAFC4/edit?usp=sharing,74,"6'9""",235 lbs,PF,C,,,,,,,,,,,,"$7,000,000",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,PF/C,FA,https://www.basketball-reference.com/req/202106291/images/players/ilyaser01.jpg,PF,C,,,
"Walker, Kemba","WALKER, KEMBA",5/8/1990,33,11,Connecticut,USA,2011,Round 1,Pick 9,,,,https://docs.google.com/spreadsheets/d/1lh32nDp7-UF5xEhri5wjMcCx0YW2T-frAHih6xakyaY/edit?usp=sharing,81,"6'0""",184 lbs,PG,,,,,,,,,,,,,"$34,379,100","$36,016,200",,,,,,,,,,,,,,,,,,,78,40,4,,,,,,,,,PG,LAL,https://www.basketball-reference.com/req/202106291/images/players/walkeke02.jpg,PG,,PG,,
"Ingram, Brandon","INGRAM, BRANDON",9/2/1997,26,6,Duke,USA,2016,Round 1,Pick 2,,,,https://docs.google.com/spreadsheets/d/18GIHSLuYCjLoT3dWRHC4WIzDXYOlDFDsrigr0Vt2Ia4/edit?usp=sharing,84,"6'8""",190 lbs,SF,PF,NBN All-Star,NBN All-Star,,,,,,,,,,"$27,285,000","$29,467,800","$31,650,600","$33,833,400",,,,,,,,,,,,,,,,,59,76,73,,,,,,,,,SF/PF,NOP,https://www.basketball-reference.com/req/202106291/images/players/ingrabr01.jpg,SF,PF,SF,PF,86
"Irving, Kyrie","IRVING, KYRIE",3/23/1992,31,11,Duke,Australia,2011,Round 1,Pick 1,,,,https://docs.google.com/spreadsheets/d/11k6ZVjcYgn7tGQuy6aPufkL27whXzt7FVBRK3ouMmAM/edit?usp=sharing,91,"6'2""",195 lbs,PG,SG,NBN All-Star,"All-NBN First Team, NBN All-Star, NBN Three-Point Contest champion",,,,,,,,,,"$33,329,100","$34,916,200",,,,,,,,,,,,,,,,,,,72,78,82,,,,,,,,,PG/SG,IND,https://www.basketball-reference.com/req/202106291/images/players/irvinky01.jpg,PG,SG,PG,SG,
"Isaac, Jonathan","ISAAC, JONATHAN",10/3/1997,26,5,Florida State,USA,2017,Round 1,Pick 6,,,,https://docs.google.com/spreadsheets/d/10lR0ITIh2qq8B-jbqz1OvONZLCmcxtK5aQl7nBBymjc/edit?usp=sharing,80,"6'11""",230 lbs,PF,SF,NBN All-Defensive Second Team,,,,,,,,,,,"$7,362,566","$24,324,324","$23,108,108","$21,891,892","$20,675,676",,,,,,,,,,,,,,,,81,70,82,,,,,,,,,PF/SF,UTA,https://www.basketball-reference.com/req/202106291/images/players/isaacjo01.jpg,PF,SF,,,
"Iwundu, Wesley","IWUNDU, WESLEY",12/20/1994,28,5,Kansas State,USA,2017,Round 2,Pick 33,,,,https://docs.google.com/spreadsheets/d/16LYoYGt0qbZe6s3M9-CBZmpp5hNMGJSE7Yqzn-zc-Lc/edit?usp=sharing,71,"6'6""",195 lbs,SF,SG,,,,,,,,,,,,"$2,104,076",,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SF/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/iwundwe01.jpg,SF,SG,,,
"Jackson, Frank","JACKSON, FRANK",5/4/1998,25,4,Duke,USA,2017,Round 2,Pick 31,,,,https://docs.google.com/spreadsheets/d/1F_KAh9ZD8WUkirrgvfC5YitIAbL8ofa-8Tt1--OkpQw/edit?usp=sharing,72,"6'3""",205 lbs,SG,PG,,,,,,,,,,,,"$4,246,000","$4,458,300",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SG/PG,FA,https://www.basketball-reference.com/req/202106291/images/players/jacksfr01.jpg,SG,PG,,,
"Kessler, Walker","KESSLER, WALKER",7/26/2001,22,0,Auburn,USA,2022,,,2022,Round 1,Pick 26 (SAS),https://docs.google.com/spreadsheets/d/1w1LK90cVPg22d_5F8GSWl02trLnnN0YnV7M6dpkDQdw/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,SAS,https://www.basketball-reference.com/req/202106291/images/headshots/kesslwa01.jpg,,,,,
"Jackson, Jaren","JACKSON, JAREN",9/15/1999,24,4,Michigan State,USA,2018,Round 1,Pick 4,,,,https://docs.google.com/spreadsheets/d/1ywJipjr2aPOWMKQQxBbiXNKpbO6XXUF6ljxXoW3u11k/edit?usp=sharing,83,"6'11""",242 lbs,PF,C,,NBN All-Defensive Second Team,,,,,,,,,,"$7,257,360","$9,180,560",,,,,,,,,,,,,,,,,,,79,82,73,,,,,,,,,PF/C,TOR,https://www.basketball-reference.com/req/202106291/images/players/jacksja02.jpg,PF,C,PC,C,83
"Jackson, Josh","JACKSON, JOSH",2/10/1997,26,5,Kansas,USA,2017,Round 1,Pick 4,,,,https://docs.google.com/spreadsheets/d/1KCIxGkAU5Lz770fEKXnkBAlioDDd3xwXP0UJFruygvI/edit?usp=sharing,75,"6'8""",207 lbs,SG,SF,,,,,,,,,,,,"$4,246,000","$4,458,300",,,,,,,,,,,,,,,,,,,67,0,,,,,,,,,,SG/SF,FA,https://www.basketball-reference.com/req/202106291/images/players/jacksjo02.jpg,SG,SF,,,
"Jackson, Justin","JACKSON, JUSTIN",3/28/1995,28,4,North Carolina,USA,2017,Round 1,Pick 15,,,,https://docs.google.com/spreadsheets/d/1tc2EYYhisObHMIHAlSDla6qIIfu51DDJp5pv_2a-XfI/edit?usp=sharing,72,"6'8""",220 lbs,SF,PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/jacksju01.jpg,SF,PF,SF,PF,
"Simonovic, Marko","SIMONOVIC, MARKO",10/15/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,https://www.basketball-reference.com/req/202106291/images/headshots/simonma01.jpg,,,C,PF,
"JAMES, JUSTIN","JAMES, JUSTIN",1/24/1997,26,2,Wyoming,USA,2019,Round 2,Pick 40,,,,https://docs.google.com/spreadsheets/d/1rE2hBLtPQF_cyrUIJiE_b_HVox4zjDmLcc6OqggGVKU/edit?usp=sharing,71,"6'7""",190 lbs,SF,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/jamesju01.jpg,SF,SG,,,
"James, LeBron","JAMES, LEBRON",12/30/1984,38,19,None,USA,2003,Round 1,Pick 1,,,,https://docs.google.com/spreadsheets/d/1Ae-ez2XnwZJeiJ04r0kV3a4QgisxbfZ_JHjY_ya_Dm8/edit?usp=sharing,96,"6'9""",250 lbs,SF,PG,"All-NBN First Team, NBN All-Defensive Second Team, NBN All-Star","All-NBN First Team, NBN All-Star",,,,,,,,,,"$39,219,565","$39,344,900",,,,,,,,,,,,,,,,,,,82,78,73,,,,,,,,,SF/PG,CLE,https://www.basketball-reference.com/req/202106291/images/players/jamesle01.jpg,SF,PG,SF,PG,
"Jeffries, DaQuan","JEFFRIES, DAQUAN",8/30/1997,26,2,Tulsa,USA,2019,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1KWsSJEn46g0QLRpTDqp4nJnvW65uOz8JVrp3D5LA64g/edit?usp=sharing,70,"6'5""",230 lbs,SG,SF,,,,,,,,,,,,"$887,359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG/SF,FA,https://www.basketball-reference.com/req/202106291/images/players/jeffrda01.jpg,SF,SG,,,
"Jerome, Ty","JEROME, TY",7/8/1997,26,3,Virginia,USA,2019,Round 1,Pick 24,,,,https://docs.google.com/spreadsheets/d/1ORyUUGtm5HlGwEvnlo9_eQjbKpW75h72PsGY5arcLgM/edit?usp=sharing,72,"6'5""",195 lbs,PG,SG,,,,,,,,,,,,"$2,303,040","$2,412,840",,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,PG/SG,DET,https://www.basketball-reference.com/req/202106291/images/players/jeromty01.jpg,PG,SG,PG,SG,
"Pippen, Scotty","PIPPEN, SCOTTY",11/10/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,https://www.basketball-reference.com/req/202106291/images/headshots/pippesc02.jpg,,,PG,,68
"Johnson, Alize","JOHNSON, ALIZE",4/22/1996,27,4,Missouri State,USA,2018,Round 2,Pick 50,,,,https://docs.google.com/spreadsheets/d/1gdXvoxyMNqw8AqiZEmAbOrDyRr3hdw4a97VyFXDiqXQ/edit?usp=sharing,74,"6'7""",212 lbs,PF,SF,,,,,,,,,,,,,"$1,701,593",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,PF/SF,LAC,https://www.basketball-reference.com/req/202106291/images/players/johnsal02.jpg,PF,SF,,,
"Johnson, BJ","JOHNSON, BJ",12/21/1995,27,3,La Salle,USA,2018,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1nONwz2UvKHjYS_RTeEdMrZglT4O7jIRZyXMXotrqjCU/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,https://www.basketball-reference.com/req/202106291/images/players/johnsbj01.jpg,SF,PF,,,
"Johnson, Cameron","JOHNSON, CAMERON",3/3/1996,27,3,North Carolina,USA,2019,Round 1,Pick 11,,,,https://docs.google.com/spreadsheets/d/1xH_AoreGXpcDubDMcRNoLGxfvo3IaMLWydoH8_AKCKg/edit?usp=sharing,79,"6'8""",210 lbs,PF,SF,,,,,,,,,,,,"$4,235,160","$4,437,000",,,,,,,,,,,,,,,,,,,66,32,71,,,,,,,,,PF/SF,WAS,https://www.basketball-reference.com/req/202106291/images/players/johnsca02.jpg,PF,SF,,,
"Johnson, David","JOHNSON, DAVID",2/26/2001,22,1,Louisville,USA,2021,Round 2,Pick 47,2021,Round 2,Pick 54 (SAS),https://docs.google.com/spreadsheets/d/10qFRlBkxU6zNTzXwMZrpgldC0BdvsLmnNm2YOlj5KBw/edit?usp=sharing,68,"6'5""",210 lbs,PG,,,,,,,,,,,,,,"$950,000",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,PG,FA,https://www.basketball-reference.com/req/202106291/images/players/johnsda08.jpg,PG,,,,
"Johnson, Jalen","JOHNSON, JALEN",12/18/2001,21,1,Duke,USA,2021,Round 1,Pick 20,2021,Round 1,Pick 16 (PHI),https://docs.google.com/spreadsheets/d/1hcHx1049ASPi0Aas9CADzCWfyN1HLU5t-OOyViAulGc/edit?usp=sharing,73,"6'9""",210 lbs,PF,SF,,,,,,,,,,,,,"$2,678,900","$2,812,800",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,PF/SF,PHI,https://www.basketball-reference.com/req/202106291/images/players/johnsja05.jpg,PF,SF,PF,SF,
"Johnson, James","JOHNSON, JAMES",2/20/1987,36,13,Wake Forest,USA,2009,Round 1,Pick 16,,,,https://docs.google.com/spreadsheets/d/1DnSBHPOijwEmpFbpUyBbg3C02Vu3wlaLxUUQ9uHnao0/edit?usp=sharing,73,"6'7""",240 lbs,PF,C,,,,,,,,,,,,"$1,623,000","$2,641,691",,,,,,,,,,,,,,,,,,,10,0,,,,,,,,,,PF/C,FA,https://www.basketball-reference.com/req/202106291/images/players/johnsja01.jpg,PF,C,PF,C,
"Johnson, Keldon","JOHNSON, KELDON",10/11/1999,24,3,Kentucky,USA,2019,Round 1,Pick 29,,,,https://docs.google.com/spreadsheets/d/1xPn0LdlGzNZyjb6K07BFGSNhAWJOv8psIITpGoP2lm8/edit?usp=sharing,80,"6'5""",220 lbs,SF,PF,,,,,,,,,,,,"$2,048,040","$2,145,720",,,,,,,,,,,,,,,,,,,62,77,39,,,,,,,,,SF/PF,NOP,https://www.basketball-reference.com/req/202106291/images/players/johnske04.jpg,SF,PF,,,
"Johnson, Keon","JOHNSON, KEON",3/10/2002,21,1,Tennessee,USA,2021,Round 1,Pick 21,2021,Round 1,Pick 14 (PHI),https://docs.google.com/spreadsheets/d/1y1F9m3nYL1vdgtSIOgxKj7i81v_hZ0RjFywaWb4vcak/edit?usp=sharing,73,"6'4""",185 lbs,SG,SF,,,,,,,,,,,,,"$2,968,500","$3,116,800",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SG/SF,PHI,https://www.basketball-reference.com/req/202106291/images/players/johnske07.jpg,SG,SF,,,
"Clarkson, Jordan","CLARKSON, JORDAN",6/7/1992,31,8,Missouri,USA,2014,Round 2,Pick 46,,,,https://docs.google.com/spreadsheets/d/1mjjv5oIyKSYCOhx37Q326bRqIkbly7ToEMPtAUQZsHE/edit?usp=sharing,77,"6'4""",194 lbs,SG,SF,,,,,,,,,,,,"$15,000,000","$13,800,000","$12,600,000",,,,,,,,,,,,,,,,,,0,9,5,,,,,,,,,SG/SF,GSW,https://www.basketball-reference.com/req/202106291/images/players/clarkjo01.jpg,SG,SF,,,
"Johnson, Tyler","JOHNSON, TYLER",5/7/1992,31,7,Fresno State,USA,2014,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1IUKLJ5qinQBv8NddMXZpsv62EOq_lK8n2U8vQnrLnE0/edit?usp=sharing,70,"6'3""",186 lbs,PG,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/johnsty01.jpg,PG,SG,,,
"Jokic, Nikola","JOKIC, NIKOLA",2/19/1995,28,7,None,Serbia,2014,Round 2,Pick 41,,,,https://docs.google.com/spreadsheets/d/16VlfJZyC_JAgZkV0JyK7kZraMBt27MurrbO3g1wt4VQ/edit?usp=sharing,96,"6'11""",284 lbs,C,,"All-NBN First Team, NBN All-Star","NBN Most Valuable Player, All-NBN First Team, NBN All-Star",,,,,,,,,,"$29,542,010","$31,579,390","$33,616,770",,,,,,,,,,,,,,,,,,82,79,82,,,,,,,,,C,DEN,https://www.basketball-reference.com/req/202106291/images/players/jokicni01.jpg,C,,C,,
"Jokubaitis, Rokas","JOKUBAITIS, ROKAS",11/19/2000,23,1,None,Lithuania,2021,Round 2,Pick 34,2021,Round 2,Pick 50 (ORL),https://docs.google.com/spreadsheets/d/1zEPzsduqynywh836ooy1zQqqfZ3m0O16PFNWv7mqZ0Y/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dort, Luguentz","DORT, LUGUENTZ",4/19/1999,24,3,Arizona State,Canada,2019,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1u0w2QnWjJJDy0vwqAPN3Oq5xnn6fb2rMuib3FUhNtCg/edit?usp=sharing,78,"6'3""",215 lbs,SG,SF,,,,,,,,,,,,"$1,517,981","$1,782,621",,,,,,,,,,,,,,,,,,,,52,5,,,,,,,,,SG/SF,OKC,https://www.basketball-reference.com/req/202106291/images/players/dortlu01.jpg,SG,SF,SG,SF,77
"Jones, Derrick","JONES, DERRICK",2/15/1997,26,6,UNLV,USA,2016,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1ilDjsepsheBASjLnFzbdPMbNGAGIrS_lNgAaKmhu26s/edit?usp=sharing,77,"6'5""",210 lbs,SF,PF,,,,,,,,,,,,"$9,000,000","$9,000,000",,,,,,,,,,,,,,,,,,,52,0,,,,,,,,,,SF/PF,GSW,https://www.basketball-reference.com/req/202106291/images/players/jonesde02.jpg,SF,PF,SF,PF,
"Jones, Herb","JONES, HERB",10/6/1998,25,1,Alabama,USA,2021,Round 2,Pick 35,2021,Round 2,Pick 39 (CLE),https://docs.google.com/spreadsheets/d/1ejmM_4rjPxzPOx8Uyk9g9a2PM44IBLdzFS7ILR8Qm2Y/edit?usp=sharing,76,"6'6""",206 lbs,SF,SG,,,,,,,,,,,,,"$950,000","$1,600,000",,,,,,,,,,,,,,,,,,,39,50,,,,,,,,,SF/SG,CLE,https://www.basketball-reference.com/req/202106291/images/players/joneshe01.jpg,SF,SG,SF,SG,78
"Green, JaMychal","GREEN, JAMYCHAL",6/21/1990,33,8,Alabama,USA,2012,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1bWKD0kp-cVydvAR01vCRX3AOs2rAjy10uzEGJOFmDEU/edit?usp=sharing,76,"6'8""",227 lbs,PF,C,,,,,,,,,,,,"$5,005,350","$6,500,000","$6,500,000","$6,500,000",,,,,,,,,,,,,,,,,22,10,5,,,,,,,,,PF/C,LAC,https://www.basketball-reference.com/req/202106291/images/players/greenja01.jpg,PF,C,PF,C,
"Jones, Mason","JONES, MASON",7/21/1998,25,2,Arkansas,USA,2020,Undrafted,,2020,Undrafted,,https://docs.google.com/spreadsheets/d/1Ly6iX_jpDZ7vvZri5XnmPM20GTL2CkGUZcE6NQFV2uw/edit?usp=sharing,73,"6'4""",200 lbs,PG,SG,,,,,,,,,,,,"$898,310","$1,517,981",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,PG/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/jonesma05.jpg,PG,SG,,,
